A,R,S,H,B,W,F
0,0,0,0,0,0,0
0,0,0,0,0,0,0
12003,0,0,351,0,0,223
10290,759,0,0,0,0,304
0,0,0,0,0,0,0
2655,53,10991,1669,0,18,119
11900,691,28862,3169,62,184,1074
11094,0,54057,2413,23980,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8521,0,4671,2,2295,0,143
7729,0,43767,3322,1636,0,1077
5652,1340,0,0,0,0,0
11315,1421,0,0,0,148,0
13591,500,42831,2183,8181,99,1469
11546,2215,0,0,0,394,52
16873,2666,0,0,0,118,196
8402,0,22856,3736,5388,0,591
4398,320,32379,5627,13065,16,1620
0,0,0,0,0,0,0
10176,1190,62942,14550,50122,97,0
2949,114,2434,93,754,33,264
11031,307,63363,5752,0,28,0
14229,3002,31743,1073,4989,486,3111
11956,117,30336,1710,7421,11,1812
4507,396,13246,812,0,0,551
734,188,0,0,0,39,0
0,0,0,0,0,0,0
12082,3418,39789,0,10479,1780,620
14455,153,62336,2000,50272,8,11321
5659,0,26343,854,3813,0,760
4264,232,8329,739,3514,52,850
9307,881,59406,0,26363,42,2093
7684,2668,61798,0,17030,0,0
7323,0,26198,0,5481,0,112
0,0,0,0,0,0,0
5896,594,25690,971,0,97,20
12605,1734,74463,1542,41229,64,0
16106,1248,0,0,1482,113,6
7420,863,61527,4135,26924,156,1234
18290,2195,58447,4005,21721,275,266
885,48,2167,174,604,4,296
27862,2548,27538,3009,2297,449,3320
0,0,0,0,0,0,0
8115,2719,16104,948,3479,0,4439
0,0,0,0,0,0,0
271,48,1688,0,251,8,0
3456,697,1248,230,355,87,436
5155,176,22819,5102,13801,34,3899
2893,0,22590,0,7307,0,0
13093,1864,32073,1305,19566,410,2562
9669,0,3123,467,0,0,0
4817,401,23295,3860,13151,153,293
4302,207,1714,31,0,43,37
3802,483,27542,3766,0,55,2396
5257,208,7850,1503,4609,30,1222
9576,0,18430,2525,5337,0,971
0,0,0,0,0,0,0
0,0,0,0,0,0,0
5035,461,14875,0,6110,134,1105
17488,1752,0,0,0,218,0
13749,601,0,0,0,54,0
1132,24,5671,0,644,4,48
0,0,0,0,0,0,0
4874,273,24646,5857,9951,4,1126
11418,1490,25725,0,6576,181,0
7260,731,42202,0,12494,199,2338
7691,609,0,0,0,0,0
17959,3901,21226,5816,9927,428,0
0,0,0,0,0,0,0
7645,266,14836,2431,4101,44,2310
6850,1199,0,0,155,330,32
17952,449,97185,5855,25502,0,0
16283,1846,0,0,0,113,172
3844,0,23699,1588,2972,0,1145
5877,858,30334,4353,6697,160,270
18360,699,0,0,0,0,0
14160,566,0,0,0,57,0
16867,306,48866,5481,12520,80,5740
10068,1632,50778,11716,28309,131,15826
15706,2128,0,0,0,164,0
4087,563,0,0,0,110,0
18485,942,19902,2240,0,214,107
2122,574,0,0,0,37,499
8392,1619,45037,4718,3078,561,1061
10763,1556,17305,1836,2725,361,1896
2350,338,0,0,0,76,237
21042,3353,112827,22229,30931,0,7681
8266,1297,37333,10933,1270,0,50
17439,1121,84896,11327,10739,439,3670
0,0,0,0,0,0,0
11815,694,28583,3623,10663,0,2937
19730,732,164286,6126,17778,0,5227
16111,801,40764,0,8148,145,1312
13739,824,17318,0,4044,266,0
1654,121,1630,453,860,10,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10742,1972,23210,1837,9802,32,3803
9031,0,28524,4148,2993,0,2844
24775,2210,170392,2805,4705,0,1849
12893,0,61137,0,19268,0,621
7122,476,1629,336,667,0,226
10378,0,49178,0,16921,0,537
7921,999,33178,3834,4096,61,1313
27221,1056,77214,6673,33081,0,6265
6138,583,13817,375,0,17,0
0,0,0,0,0,0,0
5753,402,21416,1441,4549,0,1705
7395,862,25873,7991,0,77,8503
11685,1639,67436,11000,26163,429,4884
1397,0,0,0,0,0,0
5960,967,24722,1520,0,163,548
8488,413,0,0,0,0,0
5008,0,10627,1030,2902,0,316
2444,248,1640,344,28,83,0
6609,681,34461,7973,11776,87,9403
22376,1918,203701,24281,35379,353,7228
434,0,482,54,124,0,0
144,2,614,0,252,0,0
13761,3679,120151,4746,38035,0,8976
10655,2789,77492,0,0,657,0
8816,286,0,0,0,55,0
13208,578,102698,0,0,152,0
12110,841,34040,4338,1964,201,1257
15610,1522,1289,0,15,353,0
5017,0,30881,2133,4122,3,1981
3162,67,888,0,231,12,66
18961,2340,67313,7536,41092,594,2424
10437,369,24411,0,5075,43,663
0,0,0,0,0,0,0
7115,1466,0,0,0,398,350
4058,293,12479,2397,1720,7,2108
4153,25,4928,645,1207,2,386
4574,618,20689,0,5620,72,588
8024,44,31557,2620,5772,4,2395
9213,214,9293,2531,4028,42,491
0,0,0,0,0,0,0
1957,132,4276,677,582,21,478
7230,974,32748,6016,12568,143,2605
27609,2817,175679,18045,94965,0,1719
5804,1058,24557,4352,5907,253,2813
3265,88,19885,2933,7989,26,1781
0,0,0,0,0,0,0
7976,340,41279,3126,14395,79,4699
1578,210,9134,0,2145,15,0
6835,0,13611,0,3569,10,101
12530,346,36289,0,13452,0,1577
13624,1154,0,0,0,41,0
6545,0,4033,651,859,6,115
21727,0,85242,12227,14036,0,4111
3709,318,4658,410,463,22,533
10263,1593,81104,0,50555,162,5786
1933,0,994,103,481,6,10
7879,518,26663,3368,1854,78,1199
3246,34,17082,1903,1334,0,0
8188,883,27211,0,5570,0,1142
932,132,53,8,10,19,0
9412,0,1662,134,287,0,1
0,0,0,0,0,0,0
15108,818,159599,15956,21327,234,11965
2538,209,14521,0,2918,34,261
11935,1955,20659,2136,8023,254,1291
4457,357,34911,416,16249,10,0
0,0,0,0,0,0,0
6013,1015,8056,1050,187,132,1144
2879,360,0,0,0,75,87
16656,2921,50826,8743,10496,317,3031
0,0,0,0,0,0,0
12893,1327,40714,0,1421,215,100
6401,1282,26394,4309,9381,137,706
19888,2424,13795,0,0,186,106
5674,298,8473,573,158,16,623
20807,733,24871,2000,8421,162,4008
8771,1018,37666,0,12705,326,596
4474,424,26504,0,10064,56,1602
9957,236,66294,3685,8315,20,3830
6615,1300,13467,286,2233,262,2135
8641,607,54882,5951,24324,125,60
19117,581,26706,0,4766,73,188
11094,1339,45560,2156,30835,0,3490
0,0,0,0,0,0,0
20660,1275,57907,7566,41926,367,1138
0,0,0,0,0,0,0
3824,48,25195,2060,621,6,0
0,0,0,0,0,0,0
13046,1810,8285,299,1646,0,0
991,31,6677,753,0,2,23
16441,0,41349,2208,13203,0,3015
0,0,0,0,0,0,0
6702,0,27260,5473,0,0,2940
19802,3726,0,3748,0,12,525
14161,2128,81027,4005,9743,638,6090
21520,1759,60229,11594,19220,70,1856
5043,337,29911,844,7280,94,1569
9363,763,9160,808,3782,208,1703
0,0,0,0,0,0,0
13815,0,0,0,0,121,0
11205,422,63500,9519,37037,68,0
19831,0,46332,0,21095,0,510
17962,1074,45762,3520,16429,63,1794
12952,1361,87241,1787,5134,0,3039
16643,1860,50560,7922,19961,105,1227
20862,1559,102052,13809,27450,273,0
11293,1942,0,0,724,0,465
0,0,0,0,0,0,0
4264,92,1083,118,0,13,25
11859,2810,46547,3620,4058,352,4102
7900,1369,9752,0,1559,100,445
4445,81,26906,0,2510,13,0
1482,144,18589,1510,9811,8,1990
0,0,0,0,0,0,0
2153,421,11415,808,1170,63,884
1781,93,6766,0,1099,28,11
4667,624,4776,0,1949,148,0
7649,559,58817,7096,7034,70,1653
9626,2047,22984,0,17,660,248
11806,943,48831,0,21892,0,0
7453,366,0,0,0,12,0
12798,259,62611,10821,15934,51,9799
0,0,0,0,0,0,0
6617,0,39260,8339,19790,0,2486
23153,0,149630,10127,18090,0,0
15596,1926,0,0,0,257,435
4934,367,859,134,0,0,177
3001,524,0,0,0,44,0
9219,1048,0,0,275,43,0
11575,892,30419,2239,12618,0,1310
18418,0,70774,20488,8418,0,3105
18369,1611,52657,8125,11579,86,1577
8721,2386,14506,0,179,270,924
3339,41,19067,2880,597,4,489
1348,0,7740,1124,3248,0,562
14715,1621,77392,17227,0,14,2537
4041,445,29907,6678,5071,0,3529
14699,1182,17079,2007,0,244,418
13656,39,0,2840,0,11,1087
3312,452,20131,5609,6675,143,4440
15348,1486,21625,2639,845,0,942
2945,997,7697,1116,2020,225,1696
13083,953,4534,795,0,71,579
4543,169,6893,0,634,0,42
2754,549,10040,385,152,0,408
16438,2462,28837,2280,9798,524,2863
11377,979,34711,3370,13816,129,0
0,0,0,0,0,0,0
3886,0,20370,2800,0,0,1547
7513,213,29237,1947,9045,39,0
10434,876,42849,8112,0,374,3910
6279,0,8017,6,0,7,0
8105,45,38441,840,7303,0,590
11702,145,20728,0,3348,29,0
4355,313,0,23,0,79,196
1624,0,7792,313,5759,0,1014
5643,708,17992,0,508,66,29
13692,2465,24613,0,0,353,1395
18112,1593,36243,3392,975,0,975
5165,999,0,0,0,152,0
4477,220,18010,2649,1140,60,32
4401,0,4541,194,1142,0,0
0,0,0,0,0,0,0
8254,0,26326,3281,0,0,15
10724,1789,0,0,0,450,152
0,0,0,0,0,0,0
23388,335,33262,2928,19523,63,6926
0,0,0,0,0,0,0
16090,703,65164,0,8861,159,0
13178,2477,0,0,0,305,1442
16671,0,54150,5224,4372,0,555
3066,249,14008,1768,5341,0,1477
1279,216,0,0,0,16,149
14073,0,39026,8915,24400,0,8223
2482,151,14661,1409,3330,15,1698
0,0,0,0,0,0,0
7011,361,0,107,0,0,0
0,0,0,0,0,0,0
16238,3054,0,0,0,0,0
18810,1569,70334,19860,31162,248,22227
2946,188,11115,3178,5344,7,1137
7200,415,63538,0,8656,114,165
1732,273,0,0,0,0,0
15593,702,28086,2746,7691,0,0
8086,332,0,0,0,111,91
4545,42,0,0,0,9,2
3661,142,10830,623,7705,38,0
13892,0,46496,8958,15020,0,4100
2518,595,1994,223,415,36,471
0,0,0,0,0,0,0
10713,139,0,0,374,2,0
9718,0,8191,0,2276,0,64
13105,0,57366,2406,16117,0,2109
8224,191,22488,561,9900,7,2391
16174,537,17937,0,0,32,0
20716,0,60000,6213,28959,0,8210
6215,999,21612,2156,871,267,523
9628,1642,38849,3002,7912,167,4546
0,0,0,0,0,0,0
0,0,0,0,0,0,0
16351,4264,133907,19709,0,846,7735
0,0,0,0,0,0,0
14775,0,32630,5643,13299,0,4715
0,0,0,0,0,0,0
0,0,0,0,0,0,0
450,0,0,0,131,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
6207,0,0,0,0,0,0
14942,781,5467,1375,1893,71,270
16860,2868,30567,1101,7284,676,95
566,82,3592,409,324,7,200
18908,155,156471,29336,30763,6,2660
10695,680,75874,0,14243,0,0
15414,250,18029,243,0,54,265
14998,3669,37441,5347,5987,476,7539
16493,1770,4801,380,2487,547,1793
11617,0,0,0,0,0,0
21366,2105,56948,1941,3863,201,607
13152,1565,31608,2502,4325,378,1626
9733,0,50045,4419,37150,0,608
11413,1424,31715,3815,2963,34,3684
25697,1434,178224,29295,78064,229,0
7189,330,0,27,0,46,0
4150,937,16016,1915,1197,117,0
10691,571,0,0,16209,9,0
0,0,0,0,0,0,0
17940,1096,126405,0,9605,0,1972
15439,455,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
12096,1039,32531,3573,13195,92,0
12572,1425,64975,200,13109,0,0
2547,189,9497,1993,866,34,1217
16581,2691,32012,621,7996,0,2445
0,0,0,0,0,0,0
12830,1708,34610,5070,6544,86,2694
0,0,0,0,0,0,0
6659,600,57290,6446,36661,0,9553
16117,227,54213,0,0,31,0
12903,1258,36811,6148,11421,1,0
7110,935,5798,58,962,63,870
6722,0,6384,396,2310,0,270
0,0,0,0,0,0,0
18108,2196,317,25,135,485,134
18451,537,65752,4982,0,119,1697
7238,1030,39649,9146,4611,84,1817
2330,114,13308,898,2994,40,1037
0,0,0,0,0,0,0
12980,862,0,0,0,0,0
3811,397,20539,2412,6735,142,1120
0,0,0,0,0,0,0
8024,1480,63805,16792,0,61,2972
0,0,0,0,0,0,0
19985,1329,18410,3356,0,160,3443
12035,1795,0,0,0,612,480
23825,3043,158000,0,31007,244,0
15442,0,0,0,0,0,0
10453,896,65838,8601,27044,0,0
16882,1999,79238,0,8966,0,912
3208,120,6218,886,1667,10,825
3070,535,6868,181,2553,80,33
0,0,0,0,0,0,0
0,0,0,0,0,0,0
17307,0,96782,28694,0,3,12011
4555,1087,23987,770,0,203,941
14321,1194,67940,7905,22719,94,8387
10997,0,23510,1366,2632,102,103
0,0,0,0,0,0,0
6400,0,11653,763,2339,45,0
27124,2830,125577,0,76839,222,8557
0,0,0,0,0,0,0
19859,1259,113027,0,7974,258,630
7279,637,31613,2889,0,207,338
0,0,0,0,0,0,0
6875,588,28098,2032,19048,104,3350
4945,990,14200,2111,4908,140,341
18646,0,0,0,0,3,0
11165,778,0,0,0,17,0
11786,2004,32300,3328,13662,446,5030
3241,405,0,0,0,36,228
11078,646,43748,1672,13248,77,3428
0,0,0,0,0,0,0
11964,1154,0,270,0,236,43
9547,1033,42971,4948,0,213,732
6740,352,252,18,8,104,231
5439,76,17821,2061,0,16,0
11567,834,371,33,110,56,194
9068,762,20062,1348,2704,72,2165
20820,1337,73200,4143,84,0,1040
16046,2335,32228,6209,7192,0,3500
5207,89,20394,1554,2455,7,251
23216,0,96580,0,32507,0,1563
13309,2617,74357,251,9561,463,2111
5733,1100,4880,606,952,318,132
15081,0,98950,21470,21085,0,0
4337,570,0,0,2884,168,0
12658,307,26490,369,3420,0,866
16265,0,19008,0,5493,33,0
11810,1323,49339,1770,29861,200,6627
4858,860,17173,3842,3670,219,0
8002,87,60378,5760,0,0,236
2461,0,14239,2180,0,0,7
5658,401,39502,0,27447,117,3738
6748,847,42572,0,19060,44,1681
6300,344,5584,718,0,0,329
8674,0,0,0,0,0,171
2694,149,23527,269,7513,0,1228
6281,641,31450,2678,16651,178,0
8734,277,6767,1264,692,18,0
8015,364,55701,11123,30102,38,21585
4417,658,0,0,0,85,15
10989,373,70054,0,41478,58,6632
2841,349,13366,948,130,33,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
2644,120,0,0,0,24,49
7194,1139,19536,3080,6525,124,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10863,1589,42331,3430,0,213,425
1292,296,8370,1764,1405,84,1406
15201,1174,52988,1794,21974,6,0
5145,230,22874,6511,5846,0,693
17508,3718,28786,4936,5512,481,5813
0,0,0,0,0,0,0
11299,718,127420,0,57786,11,583
10375,1338,58827,3254,20422,44,0
4652,393,15324,0,0,19,0
9209,1258,42945,9157,17885,231,1512
2894,482,21274,1856,5189,168,0
4223,333,0,0,1598,48,31
4031,500,18189,2118,12854,47,4050
2692,398,24512,3214,11164,36,4664
0,0,0,0,0,0,0
3608,237,0,402,0,36,0
13407,1728,0,0,0,111,0
7876,668,8053,1600,3731,262,1147
0,0,0,0,0,0,0
2711,341,24098,918,21987,9,0
5231,615,4957,986,2129,68,182
0,0,0,0,0,0,0
13219,1379,45429,5486,10723,0,0
13476,560,40252,5053,0,111,878
0,0,0,0,0,0,0
3091,602,16086,2255,6099,157,3049
9014,975,23934,457,16272,317,3476
9353,1214,0,0,0,328,168
0,0,0,0,0,0,0
15274,0,184543,21974,116910,0,15354
15701,2014,12544,969,3442,249,873
16119,691,75646,0,19475,0,203
4657,575,11431,1586,2118,98,1247
8028,1048,57882,0,7315,166,663
5660,0,6462,563,3768,0,335
0,0,0,0,0,0,0
11325,0,55748,1378,26870,0,2121
12535,2416,115649,0,47680,77,2104
1622,105,0,82,0,24,0
11320,0,51728,1687,1483,13,0
313,44,1897,477,333,0,143
0,0,0,0,0,0,0
23391,2554,105124,16299,72340,399,13635
5551,554,15424,969,2658,50,0
2179,99,4769,270,1304,10,0
17356,248,26810,5253,6015,9,1878
840,9,7007,600,579,0,544
3617,751,6940,564,1132,73,1012
3159,87,3037,0,0,5,55
3496,65,13161,1693,4521,0,1080
4060,405,22485,1740,8770,113,3088
4983,431,44850,13104,0,26,6602
0,0,0,0,0,0,0
25242,1553,31053,1689,7865,203,1745
12326,25,91468,12687,0,3,750
9247,0,44221,7759,1180,0,1545
0,0,0,0,0,0,0
3276,268,17470,576,6077,0,113
3471,764,17015,443,2092,69,264
3423,93,17664,1106,0,14,98
11427,1086,0,0,0,252,0
8621,656,12557,1420,7844,3,1553
14631,1935,80958,17992,0,153,10266
2475,0,9196,1046,0,0,366
18913,588,163829,0,41318,173,0
0,0,0,0,0,0,0
20806,1634,73516,4715,19380,330,464
0,0,0,0,0,0,0
19270,1550,111097,10716,0,274,3694
10100,288,47582,872,10404,70,1168
17534,2178,88059,0,38802,741,0
8202,1138,48680,9334,18472,41,164
7762,152,29463,0,0,41,391
10217,0,4222,0,2319,0,70
12501,0,55256,14914,0,0,0
9607,1036,59910,14643,1287,0,8759
13150,1634,56704,9347,19248,75,3971
12662,2449,18536,2653,2560,429,831
0,0,0,0,0,0,0
7240,927,16779,1999,6238,255,2425
4814,182,17104,531,9423,42,850
0,0,0,0,0,0,0
7950,1725,48240,2292,23658,207,3752
316,17,1949,75,484,1,33
0,0,0,0,0,0,0
595,0,608,78,133,2,25
7716,0,18399,3369,7146,0,2275
11302,1625,37592,6495,7327,0,1354
14607,966,39360,214,7183,390,0
10412,1006,30939,6438,22224,112,9318
0,0,0,0,0,0,0
8090,67,19450,1332,11162,18,2151
4299,1136,0,0,0,191,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10454,1659,36015,2168,8421,319,3781
9210,1197,42937,3258,26257,108,0
0,0,0,0,0,0,0
5423,140,0,0,0,35,0
6886,1229,29438,3236,9455,70,4615
17763,263,143284,24981,86023,0,26531
6002,837,36467,1082,1435,104,193
23292,1397,59812,4807,3503,288,3452
11679,412,39342,0,6090,20,298
11561,166,35857,1023,7715,72,1114
4666,457,28234,4669,4626,13,942
13598,1912,26610,652,13826,89,0
13150,0,0,0,0,27,0
4132,0,2235,439,448,0,77
13752,2485,51173,7963,5316,0,6757
6866,803,62988,11890,2280,0,0
20287,2481,0,1222,1266,607,1438
10573,1483,41320,5819,38264,218,1896
9819,922,21407,1951,2812,60,0
0,0,0,0,0,0,0
11069,1246,67345,14139,25686,540,10713
4045,702,1423,288,0,0,78
3866,245,24048,2448,11784,27,3124
1000,199,5468,560,2372,1,1093
10408,2070,89587,8676,25933,0,1970
25291,0,20172,3328,19897,0,7775
7362,977,0,0,0,146,1016
5043,441,50968,10762,19498,0,9678
12677,914,0,0,0,232,0
6596,1728,0,0,0,501,0
13682,3065,87934,0,53742,897,7697
4041,279,4733,478,1716,50,0
157,0,125,1,5,0,0
0,0,0,0,0,0,0
2072,100,7290,576,4743,24,1843
4412,241,21376,1929,10569,46,2737
5423,0,10266,1513,3890,0,1056
16347,0,850,73,208,0,0
11410,1082,10345,1319,0,0,631
0,0,0,0,0,0,0
20982,1122,0,0,0,286,0
0,0,0,0,0,0,0
1266,172,10087,2686,4057,0,698
9940,550,60378,7337,18759,168,498
588,82,3230,607,878,1,233
5209,194,3097,122,904,0,172
417,2,812,38,696,0,107
0,0,0,0,0,0,0
14152,1037,107002,38751,29609,0,0
0,0,0,0,0,0,0
11748,1295,45484,6697,8828,260,3365
13265,500,7676,1360,1128,111,903
6351,1153,35372,4028,6562,206,5393
6575,416,39145,6780,27207,117,5745
3417,210,12814,1739,4887,19,668
866,57,7338,573,2655,9,333
1075,0,3687,57,511,2,25
0,0,0,0,0,0,0
1522,0,3210,476,84,6,0
0,0,0,0,0,0,0
17988,3820,77156,14551,0,0,7344
8835,829,31200,0,1354,233,150
10901,1003,42292,156,19508,401,4697
6312,1248,30528,0,0,162,0
7011,0,7831,366,3175,0,175
9509,1394,0,0,0,0,134
10586,1359,0,0,0,120,0
7879,227,30492,2956,13886,12,3949
5281,551,14143,4978,4542,1,3343
11950,631,38873,1363,14564,147,1874
8275,1987,22922,475,4677,331,2333
8938,0,37373,4644,12328,0,992
20703,2219,4064,142,548,485,1166
36532,3230,0,0,0,0,1895
16856,3456,75787,13137,44144,790,0
7635,1042,49770,2122,6085,65,0
0,0,0,0,0,0,0
14130,0,139094,26720,4000,98,1394
0,0,0,0,0,0,0
10550,117,0,0,0,19,0
0,0,0,0,0,0,0
13583,0,87012,21083,24901,0,2958
9280,1053,50744,1,4013,194,216
11721,1031,47069,11021,29593,344,2592
8954,730,8250,0,0,0,81
0,0,0,0,0,0,0
17138,370,53047,0,16590,50,5631
0,0,0,0,0,0,0
18241,2901,0,0,0,945,671
0,0,0,0,0,0,0
675,107,3613,678,325,12,0
0,0,0,0,0,0,0
12010,0,3764,204,28,0,16
18925,2178,100068,26137,52474,15,12189
0,0,0,0,0,0,0
2232,90,0,31,0,0,53
10247,1062,3401,797,2092,0,1900
4198,0,26020,0,13603,0,848
6910,625,44414,1463,16150,40,4058
11251,1125,72522,11128,9855,0,6268
13345,0,108972,0,0,0,0
11279,847,59896,4857,0,3,35
693,60,1893,82,0,5,72
17628,0,166298,4846,15201,0,2145
14532,1406,27403,6645,12956,0,4480
8659,185,45233,1493,0,16,0
1810,214,0,0,19,19,24
7971,480,66206,1601,35138,103,0
3160,397,8159,665,1923,0,861
0,0,0,0,0,0,0
9621,2121,0,569,0,181,1274
17144,0,41612,3347,15011,138,2299
7823,574,6468,868,2047,7,1382
14091,0,27696,405,10888,0,1619
6226,701,2242,501,0,126,727
9828,712,44638,0,16687,85,3143
7852,176,0,0,1690,35,18
7704,543,39752,6758,8620,81,0
11013,169,76400,1038,6177,28,553
10688,79,24078,0,8220,0,1321
7935,246,67091,1624,10024,7,667
1824,37,5818,440,3858,2,291
0,0,0,0,0,0,0
9173,1084,68475,8607,5663,252,0
0,0,0,0,0,0,0
14348,0,21845,107,6895,0,1201
16869,903,61915,62,12403,158,1507
3791,532,0,0,0,0,0
4223,345,22805,5052,7991,60,5947
0,0,0,0,0,0,0
1448,112,4583,959,0,28,318
15823,0,28727,788,11246,91,930
8475,267,10672,1095,3980,45,148
20627,4629,0,0,5650,431,2523
11215,676,27239,2657,14409,67,5645
16860,113,52552,0,13334,32,1207
2335,265,1483,486,337,6,76
5206,0,0,0,0,0,0
0,0,0,0,0,0,0
4222,531,28649,1270,15357,66,260
9986,2389,26603,8001,5125,509,755
7405,615,50513,7814,845,131,3022
220,26,904,49,280,7,58
19558,649,96233,18350,48405,131,23923
11550,561,52812,4691,19792,0,1294
9281,692,0,0,0,0,0
14305,1321,95401,9657,6639,367,1141
10917,0,11792,1625,2663,0,137
0,0,0,0,0,0,0
13665,2685,74704,13207,13775,443,386
12397,0,668,50,0,0,0
7155,946,0,0,0,0,234
7629,901,38399,0,3129,0,1615
15897,1543,58615,11107,0,262,2738
5797,362,14592,1346,7224,43,977
1738,390,17713,739,6206,38,1220
21816,0,127273,5640,5742,0,0
9425,284,27134,832,12968,0,1892
3282,179,0,37,0,1,0
9123,1400,37416,4484,0,232,0
2024,272,8367,983,2759,14,776
10041,25,15266,624,781,4,80
11501,912,44035,0,14581,245,1743
4759,234,471,69,234,54,242
4242,771,37809,4072,10208,111,2038
12255,3127,3939,686,2001,693,162
11845,1839,15241,0,6472,18,1635
16319,712,41639,7033,0,72,678
1063,79,9269,394,410,5,102
0,0,0,0,0,0,0
4813,562,0,988,0,0,151
0,0,0,0,0,0,0
15387,1871,91993,0,5830,0,461
2724,515,5580,0,2748,166,214
267,1,649,66,0,0,0
0,0,0,0,0,0,0
1803,78,3925,192,3310,3,0
1059,163,2641,430,862,0,271
16580,2040,54014,7554,5198,0,5253
0,0,0,0,0,0,0
2413,337,13411,1420,2320,0,609
3787,511,12420,1509,6361,77,2927
4192,46,25091,886,9177,8,660
2265,235,0,0,0,48,37
8434,263,25794,1990,3267,7,478
0,0,0,0,0,0,0
26685,4923,109802,0,0,889,0
11757,1210,16585,1448,12797,109,436
11993,2915,86239,1827,33078,390,4344
11934,94,96129,17979,11485,7,7807
4121,553,1812,175,390,170,0
8945,1527,52112,2516,0,0,1579
4311,129,16753,892,4480,13,1300
12536,1313,101267,11176,21742,114,13816
9186,1136,62948,8035,10187,111,5190
0,0,0,0,0,0,0
4730,403,256,68,0,52,128
2673,324,9543,1087,3388,82,356
0,0,0,0,0,0,0
4195,362,10586,330,3066,67,0
11402,815,60746,3907,22555,66,1270
0,0,0,0,0,0,0
10537,1065,19648,2020,4832,44,3345
5926,595,1244,120,143,0,502
9722,658,57521,3838,21819,66,0
14396,2085,78002,7719,39753,561,7232
15013,0,25875,2718,3523,0,2988
0,0,0,0,0,0,0
7054,805,15951,706,557,79,404
0,0,0,0,0,0,0
1940,10,13571,0,623,0,29
23453,0,19646,3312,9292,0,2371
26699,0,82750,6682,35084,0,887
2707,210,0,0,0,46,0
11958,885,0,0,0,125,0
2913,324,801,85,90,91,248
9938,1441,0,274,281,367,62
13536,0,0,0,2187,0,0
0,0,0,0,0,0,0
27598,3371,233030,41559,79773,767,47671
12946,855,75474,13396,52438,193,19369
25248,1890,142747,10715,0,49,1609
14776,1396,73153,0,34510,132,5073
0,0,0,0,0,0,0
5007,295,6691,655,1372,0,445
12923,463,76194,11801,75,78,2398
17571,3808,74057,3000,0,0,1319
0,0,0,0,0,0,0
9415,1510,22930,2103,9161,310,2777
6206,680,8998,297,1998,159,1103
12907,2155,79063,904,0,0,0
11285,2234,33135,5960,6754,140,4564
6822,0,7848,499,1800,0,168
25357,1332,64313,14710,14790,0,0
14765,2706,0,0,0,892,47
8463,397,3188,144,565,50,358
19586,3152,0,0,0,788,1535
0,0,0,0,0,0,0
1158,271,215,0,52,35,168
4947,127,9913,1172,5550,0,611
7313,798,34952,1645,0,285,279
0,0,0,0,0,0,0
9094,1494,44985,3597,34184,56,605
1670,143,13617,1820,7722,4,510
3291,373,0,0,0,118,0
6060,282,23091,2547,0,46,674
14111,1934,0,0,0,391,0
9967,2056,69565,1998,60889,194,5628
0,0,0,0,0,0,0
18975,985,44223,198,15288,147,4688
12801,587,75801,0,5049,69,0
20051,3063,60470,0,6048,361,2186
9979,1575,16759,0,6591,40,0
7741,494,55128,6911,3215,47,2341
2198,180,10526,2034,880,0,379
11799,931,64592,7861,24047,0,4025
12484,847,0,0,0,75,0
5239,381,22333,2020,8502,79,723
0,0,0,0,0,0,0
33500,2135,86524,525,0,596,5
0,0,0,0,0,0,0
5696,0,26911,332,14734,0,1659
18036,1594,0,0,0,112,0
9513,1808,86200,6814,21577,108,5053
2303,93,11997,583,3010,28,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
695,83,224,15,28,23,71
1366,81,6048,0,1002,20,2
0,0,0,0,0,0,0
1825,187,221,33,25,25,101
8062,643,33685,1477,10114,39,0
20945,2510,61113,0,0,326,0
5992,0,34741,3981,11293,0,1624
4852,522,46601,8552,14325,110,9105
6858,471,27065,1940,6819,111,847
6080,901,5272,609,0,0,197
6505,210,35463,0,14779,0,0
2072,269,7679,400,2459,43,807
16711,0,63615,13024,0,0,6129
17609,0,57110,0,16741,0,103
2171,68,3607,1127,0,12,0
0,0,0,0,0,0,0
4586,1173,0,0,0,0,367
9383,0,6941,324,4449,0,506
15744,2017,66397,6890,44330,23,1764
0,0,0,0,0,0,0
0,0,0,0,0,0,0
8527,0,49065,0,3644,0,5
6276,651,0,0,0,108,0
9350,458,6759,558,0,119,445
0,0,0,0,0,0,0
15280,108,46635,0,6621,24,353
5266,741,1046,240,219,205,415
20847,2488,68813,13460,18993,979,6344
0,0,0,0,0,0,0
0,0,0,0,0,0,0
18306,3131,43345,1035,8124,0,0
6488,506,11077,193,0,73,67
0,0,0,0,0,0,0
0,0,0,0,0,0,0
21725,3228,54457,6263,20169,0,3053
3343,0,0,0,1744,0,0
5074,842,20892,3800,6986,0,4506
12080,1887,38667,4009,9655,591,0
5717,103,23046,3665,12464,2,375
6825,720,49834,0,4193,28,880
